:ID,synsetId,note,:LABEL
ex_7841,eng-10-13396603-n,"federal deficits can cause inflation",Example
ex_7842,eng-10-00685483-a,"a long and indecisive war",Example
ex_7843,eng-10-00034710-a,"active duty",Example
ex_7844,eng-10-00034710-a,"though past retirement age he is still active in his profession",Example
ex_7845,eng-10-00946050-a,"the fingered roots of giant trees",Example
ex_7846,eng-10-00946050-a,"rosy-fingered",Example
ex_7847,eng-10-00946050-a,"three-fingered cartoon characters",Example
ex_7848,eng-10-02240006-a,"a bumpy country road",Example
ex_7849,eng-10-00097305-a,"the black spot told the old sailor he was doomed",Example
ex_7850,eng-10-02930083-a,"irrational numbers",Example
ex_7851,eng-10-01049475-n,"no mask could conceal his ignorance",Example
ex_7852,eng-10-01049475-n,"they moved in under a mask of friendship",Example
ex_7853,eng-10-00259382-v,"My son totaled our new car",Example
ex_7854,eng-10-00259382-v,"the rock star totals his guitar at every concert",Example
ex_7855,eng-10-00477636-r,"spread the margarine thinly over the meat",Example
ex_7856,eng-10-00477636-r,"apply paint lightly",Example
ex_7857,eng-10-03872016-n,"they came from an apple packinghouse",Example
ex_7858,eng-10-01496978-v,"ship the cargo in the hold of the vessel",Example
ex_7859,eng-10-13976182-n,"he was awakened by the bluster of their preparations",Example
ex_7860,eng-10-00602117-a,"that is a moot question",Example
ex_7861,eng-10-02124096-a,"durable denim jeans",Example
ex_7862,eng-10-01572974-a,"ersatz coffee",Example
ex_7863,eng-10-01572974-a,"substitute coffee",Example
ex_7864,eng-10-02158196-v,"The tall tree overshadowed the house",Example
ex_7865,eng-10-00572661-v,"leave off your jacket--no need to wear it here",Example
ex_7866,eng-10-00009492-v,"dry skin desquamates",Example
ex_7867,eng-10-08568142-n,"fish require an aqueous medium",Example
ex_7868,eng-10-01252151-a,"an arctic climate",Example
ex_7869,eng-10-01252151-a,"a frigid day",Example
ex_7870,eng-10-01252151-a,"gelid waters of the North Atlantic",Example
ex_7871,eng-10-01252151-a,"glacial winds",Example
ex_7872,eng-10-01252151-a,"icy hands",Example
ex_7873,eng-10-01252151-a,"polar weather",Example
ex_7874,eng-10-00919445-a,"steady nerves",Example
ex_7875,eng-10-04886881-n,"it was beneath his dignity to cheat",Example
ex_7876,eng-10-04886881-n,"showed his true dignity when under pressure",Example
ex_7877,eng-10-14526764-n,"unsusceptibility to rust",Example
ex_7878,eng-10-00067526-n,"everyone expected him to win so his loss was a shock",Example
ex_7879,eng-10-01425511-v,"I cuddled the baby",Example
ex_7880,eng-10-03041449-n,"the football players all wore cleats",Example
ex_7881,eng-10-07165506-n,"a prospectus should contain the facts that an investor needs to make an informed decision",Example
ex_7882,eng-10-01691798-v,"cross your `t'",Example
ex_7883,eng-10-08163025-n,"a bicameral legislature has two houses",Example
ex_7884,eng-10-02482509-a,"a three-tined fork",Example
ex_7885,eng-10-13855627-n,"in contrast to,",Example
ex_7886,eng-10-13855627-n,"by contrast",Example
ex_7887,eng-10-01293542-a,"antipathetic to new ideas",Example
ex_7888,eng-10-01293542-a,"averse to taking risks",Example
ex_7889,eng-10-01293542-a,"loath to go on such short notice",Example
ex_7890,eng-10-01293542-a,"clearly indisposed to grant their request",Example
ex_7891,eng-10-00418787-n,"she wanted neither favor nor despite",Example
ex_7892,eng-10-00141818-a,"arboreal apes",Example
ex_7893,eng-10-06855985-n,"the warrant bore the sheriff's seal",Example
ex_7894,eng-10-02219287-a,"quadruple rhythm has four beats per measure",Example
ex_7895,eng-10-02219287-a,"quadruplex wire",Example
ex_7896,eng-10-01767826-a,"ad hominem arguments",Example
ex_7897,eng-10-10098710-n,"they had been political foes for years",Example
ex_7898,eng-10-01284836-a,"a formidable opponent",Example
ex_7899,eng-10-01284836-a,"the challenge was formidable",Example
ex_7900,eng-10-01284836-a,"had a formidable array of compositions to his credit",Example
ex_7901,eng-10-01284836-a,"the formidable army of brains at the Prime Minister's disposal",Example
ex_7902,eng-10-14479615-n,"the solid state of water is called ice",Example
ex_7903,eng-10-02041422-v,"smoke billowed up into the sky",Example
ex_7904,eng-10-05133535-n,"the wire has an extension of 50 feet",Example
ex_7905,eng-10-01753365-a,"this minute and perishable planet",Example
ex_7906,eng-10-01753365-a,"perishable foods such as butter and fruit",Example
ex_7907,eng-10-00017031-v,"she complained that her husband snores",Example
ex_7908,eng-10-06278136-n,"they always raise the audio for commercials",Example
ex_7909,eng-10-01595830-v,"weld metal",Example
ex_7910,eng-10-04331639-n,"a hair straightener",Example
ex_7911,eng-10-01440641-a,"long-life milk",Example
ex_7912,eng-10-02758399-v,"An aggressive tide sluiced across the barrier reef",Example
ex_7913,eng-10-01023259-v,"He quoted the Bible to her",Example
ex_7914,eng-10-00513936-v,"He waved off suggestions of impropriety",Example
ex_7915,eng-10-05879856-n,"Kepler's second law means that a planet's orbital speed changes with its distance from the sun",Example
ex_7916,eng-10-00210110-v,"hang the venison for a few days",Example
ex_7917,eng-10-01449184-a,"healthy unconstricted arteries",Example
ex_7918,eng-10-06694796-n,"requests for character references are all too often answered evasively",Example
ex_7919,eng-10-00441630-a,"the boy's empty yokel-like expression",Example
ex_7920,eng-10-01067816-v,"The nightingale was singing",Example
ex_7921,eng-10-00429949-n,"I do it for the fun of it",Example
ex_7922,eng-10-00429949-n,"he is fun to have around",Example
ex_7923,eng-10-01511854-a,"fierce loyalty",Example
ex_7924,eng-10-01511854-a,"in a tearing rage",Example
ex_7925,eng-10-01511854-a,"vehement dislike",Example
ex_7926,eng-10-01511854-a,"violent passions",Example
ex_7927,eng-10-06537323-n,"bills of attainder are prohibited by the Constitution of the United States",Example
ex_7928,eng-10-09851719-n,"the common man has been kept in his place by his betters",Example
ex_7929,eng-10-01863680-a,"an inclusive art form",Example
ex_7930,eng-10-01863680-a,"an inclusive fee",Example
ex_7931,eng-10-01863680-a,"his concept of history is modern and inclusive",Example
ex_7932,eng-10-01863680-a,"from Monday to Friday inclusive",Example
ex_7933,eng-10-02474876-a,"an open shop employs nonunion workers",Example
ex_7934,eng-10-00950706-a,"a concern with outward beauty rather than with inward reflections",Example
ex_7935,eng-10-01074701-v,"Spassky developed quickly",Example
ex_7936,eng-10-00078445-r,"he did it covertly",Example
ex_7937,eng-10-02323204-a,"a noticeable resemblance",Example
ex_7938,eng-10-00523304-v,"We officialized our relationship",Example
ex_7939,eng-10-10002477-n,"he worked like a demon to finish the job on time",Example
ex_7940,eng-10-10002477-n,"she's a demon at math",Example
ex_7941,eng-10-07536437-n,"survivor guilt was first noted in those who survived the Holocaust",Example
ex_7942,eng-10-00200242-v,"debug this program",Example
ex_7943,eng-10-02333358-v,"heat the house",Example
ex_7944,eng-10-04744814-n,"man created God in his own likeness",Example
ex_7945,eng-10-10418302-n,"the embodiment of hope",Example
ex_7946,eng-10-10418302-n,"the incarnation of evil",Example
ex_7947,eng-10-10418302-n,"the very avatar of cunning",Example
ex_7948,eng-10-02627753-v,"The increase in the national debt stems from the last war",Example
ex_7949,eng-10-13761603-n,"they escaped by a hair's-breadth",Example
ex_7950,eng-10-13761603-n,"they lost the election by a whisker",Example
ex_7951,eng-10-00755500-n,"it was just pretend",Example
ex_7952,eng-10-02221635-v,"Our house passed under his official control",Example
ex_7953,eng-10-07319909-n,"not a day's difference between the emergence of the andrenas and the opening of the willow catkins",Example
ex_7954,eng-10-01759926-v,"this writer strikes a chord with young women",Example
ex_7955,eng-10-01759926-v,"The storyteller touched a chord",Example
ex_7956,eng-10-00993117-a,"diet cola",Example
ex_7957,eng-10-00993117-a,"light (or lite) beer",Example
ex_7958,eng-10-00993117-a,"lite (or light) mayonnaise",Example
ex_7959,eng-10-00993117-a,"a low-cal diet",Example
ex_7960,eng-10-01874331-a,"his dilettantish efforts at painting",Example
ex_7961,eng-10-02292265-v,"What did you rout out in the library?",Example
ex_7962,eng-10-02232190-v,"transfer the data",Example
ex_7963,eng-10-02232190-v,"transmit the news",Example
ex_7964,eng-10-02232190-v,"transfer the patient to another hospital",Example
ex_7965,eng-10-00534918-a,"impenetrable jargon",Example
ex_7966,eng-10-00351048-v,"He is asking for trouble with his behavior",Example
ex_7967,eng-10-01942507-a,"delusive faith in a wonder drug",Example
ex_7968,eng-10-01942507-a,"delusive expectations",Example
ex_7969,eng-10-01942507-a,"false hopes",Example
ex_7970,eng-10-00167671-a,"an engaging frankness",Example
ex_7971,eng-10-00167671-a,"a piquant face with large appealing eyes",Example
ex_7972,eng-10-00518852-v,"let's demystify the event by explaining what it is all about",Example
ex_7973,eng-10-02529264-a,"a warm body",Example
ex_7974,eng-10-02529264-a,"a warm room",Example
ex_7975,eng-10-02529264-a,"a warm climate",Example
ex_7976,eng-10-02529264-a,"a warm coat",Example
ex_7977,eng-10-01488856-a,"flowering spring trees",Example
ex_7978,eng-10-05991441-n,"the principle of superposition is the basis of the wave theory of light",Example
ex_7979,eng-10-00337903-v,"The wood splintered",Example
ex_7980,eng-10-00362269-a,"coarse and licentious men",Example
ex_7981,eng-10-01740320-v,"this land does not carry olives",Example
ex_7982,eng-10-06070179-n,"cryonics is more science fiction than serious science",Example
ex_7983,eng-10-06288024-n,"to him the antonym of `gay' was `depressed'",Example
ex_7984,eng-10-01174973-v,"The boy chomped his sandwich",Example
ex_7985,eng-10-05713737-n,"she loved the smell of roses",Example
ex_7986,eng-10-00355083-a,"her quickly varied answers indicated uncertainty",Example
ex_7987,eng-10-02211948-v,"the company turned a good profit after a year",Example
ex_7988,eng-10-10149720-n,"the left guard was injured on the play",Example
ex_7989,eng-10-01573568-a,"man-made fibers",Example
ex_7990,eng-10-01573568-a,"synthetic leather",Example
ex_7991,eng-10-06504155-n,"they kept a log of all transmission by the radio station",Example
ex_7992,eng-10-06504155-n,"an email log",Example
ex_7993,eng-10-00378521-v,"I singed my eyebrows",Example
ex_7994,eng-10-00701178-a,"had a decisive lead in the polls",Example
ex_7995,eng-10-02643574-v,"hold all calls to the President's office while he is in a meeting",Example
ex_7996,eng-10-01362291-v,"mortar the wall",Example
ex_7997,eng-10-00633410-a,"time proved him right",Example
ex_7998,eng-10-03179318-n,"the design of a building",Example
ex_7999,eng-10-06644105-n,"they used face recognition to spot known terrorists",Example
ex_8000,eng-10-07938427-n,"he lived on the thin slops that food kitchens provided",Example
ex_8001,eng-10-02139652-a,"full-fashioned hosiery",Example
ex_8002,eng-10-00061219-v,"the vet gelded the young horse",Example
ex_8003,eng-10-02569630-v,"I'll tackle this difficult task",Example
ex_8004,eng-10-01643464-v,"He spent the day drawing in the garden",Example
ex_8005,eng-10-02470952-a,"round-arm bowling",Example
ex_8006,eng-10-05116730-n,"the duties of citizenship are lost sight of in the wilderness of interests of individuals and groups",Example
ex_8007,eng-10-05116730-n,"a wilderness of masts in the harbor",Example
ex_8008,eng-10-00181904-a,"an autoloading rifle",Example
ex_8009,eng-10-00275985-a,"came up the lightless stairs",Example
ex_8010,eng-10-00275985-a,"the unilluminated side of Mars",Example
ex_8011,eng-10-00275985-a,"through dark unlighted (or unlit) streets",Example
ex_8012,eng-10-06390962-n,"a preliminary draft",Example
ex_8013,eng-10-06390962-n,"the final draft of the constitution",Example
ex_8014,eng-10-01953334-v,"redirect your attention to the danger from the fundamentalists",Example
ex_8015,eng-10-00079866-r,"see below",Example
ex_8016,eng-10-13846356-n,"Tom and Dick were both heroes but only the former is remembered today",Example
ex_8017,eng-10-02058756-v,"But in so many other areas we still are dragging",Example
ex_8018,eng-10-01549964-a,"scandalous behavior",Example
ex_8019,eng-10-01549964-a,"the wicked rascally shameful conduct of the bankrupt- Thackeray",Example
ex_8020,eng-10-01549964-a,"the most shocking book of its time",Example
ex_8021,eng-10-00874226-a,"a brisk walk in the park",Example
ex_8022,eng-10-00874226-a,"a lively gait",Example
ex_8023,eng-10-00874226-a,"a merry chase",Example
ex_8024,eng-10-00874226-a,"traveling at a rattling rate",Example
ex_8025,eng-10-00874226-a,"a snappy pace",Example
ex_8026,eng-10-00874226-a,"a spanking breeze",Example
ex_8027,eng-10-13318584-n,"how much interest do you pay on your mortgage?",Example
ex_8028,eng-10-00232147-n,"any derogation of the common law is to be strictly construed",Example
ex_8029,eng-10-01279631-v,"The bicycle dented my car",Example
ex_8030,eng-10-04297476-n,"the sets were meticulously authentic",Example
ex_8031,eng-10-00882523-v,"Remember me to your wife",Example
ex_8032,eng-10-02159197-v,"We had to orient ourselves in the forest",Example
ex_8033,eng-10-00986586-v,"She heaved a deep sigh when she saw the list of things to do",Example
ex_8034,eng-10-00507464-a,"a compatible married couple",Example
ex_8035,eng-10-00507464-a,"her deeds were compatible with her ideology",Example
ex_8036,eng-10-10020890-n,"I felt so bad I went to see my doctor",Example
ex_8037,eng-10-00715541-v,"I cannot narrow down the rules for this game",Example
ex_8038,eng-10-00195342-v,"clear the leaves from the lawn",Example
ex_8039,eng-10-00195342-v,"Clear snow from the road",Example
ex_8040,eng-10-00452407-a,"a close-knit family",Example
ex_8041,eng-10-00452407-a,"close-knit little villages",Example
ex_8042,eng-10-00452407-a,"the group was closely knit",Example
ex_8043,eng-10-00398204-r,"the difference is measurably large",Example
ex_8044,eng-10-02366745-v,"an embattled castle",Example
ex_8045,eng-10-02226979-a,"a consummate artist",Example
ex_8046,eng-10-02226979-a,"consummate skill",Example
ex_8047,eng-10-02226979-a,"a masterful speaker",Example
ex_8048,eng-10-02226979-a,"masterful technique",Example
ex_8049,eng-10-02226979-a,"a masterly performance of the sonata",Example
ex_8050,eng-10-02226979-a,"a virtuoso performance",Example
ex_8051,eng-10-02291135-v,"White wine doesn't agree with me",Example
ex_8052,eng-10-02030764-v,"The ranks broke",Example
ex_8053,eng-10-06063588-n,"he is professor of surgery at the Harvard Medical School",Example
ex_8054,eng-10-05195175-n,"caught in the tentacles of organized crime",Example
ex_8055,eng-10-14573846-n,"viremia spread the smallpox virus to the internal organs",Example
ex_8056,eng-10-06200617-n,"that style is in favor this season",Example
ex_8057,eng-10-00446758-a,"yonder valley",Example
ex_8058,eng-10-00446758-a,"the hills yonder",Example
ex_8059,eng-10-00446758-a,"what is yon place?",Example
ex_8060,eng-10-13766733-n,"he drank a cup of coffee",Example
ex_8061,eng-10-13766733-n,"he borrowed a cup of sugar",Example
ex_8062,eng-10-00039990-n,"the agency provided placement services",Example
ex_8063,eng-10-04682319-n,"her red hat gave her outfit a splash of color",Example
ex_8064,eng-10-01959294-a,"his regular calls on his customers",Example
ex_8065,eng-10-01959294-a,"regular meals",Example
ex_8066,eng-10-01959294-a,"regular duties",Example
ex_8067,eng-10-00628201-a,"a monarch...regarded as a god incarnate",Example
ex_8068,eng-10-00704609-a,"the elated winner",Example
ex_8069,eng-10-00704609-a,"felt elated and excited",Example
ex_8070,eng-10-00585202-a,"creative work",Example
ex_8071,eng-10-07489294-n,"common male fetishes are breasts, legs, hair, shoes, and underwear",Example
ex_8072,eng-10-02400378-v,"screen these samples",Example
ex_8073,eng-10-02400378-v,"screen the job applicants",Example
ex_8074,eng-10-05712698-n,"some people have much higher pain thresholds than do other people",Example
ex_8075,eng-10-01514126-v,"pitch a tent",Example
ex_8076,eng-10-14033917-n,"the flux following the death of the emperor",Example
ex_8077,eng-10-03709823-n,"in Britain they call a mailbag a postbag",Example
ex_8078,eng-10-05115804-n,"the profusion of detail",Example
ex_8079,eng-10-05115804-n,"the idiomatic richness of English",Example
ex_8080,eng-10-01828736-v,"I love cooking",Example
ex_8081,eng-10-01489465-v,"unload the cargo",Example
ex_8082,eng-10-01489465-v,"drop off the passengers at the hotel",Example
ex_8083,eng-10-13781164-n,"height is a function of age",Example
ex_8084,eng-10-13781164-n,"price is a function of supply and demand",Example
ex_8085,eng-10-01761871-a,"admissible evidence",Example
ex_8086,eng-10-00432683-v,"Stock prices dropped",Example
ex_8087,eng-10-01533659-a,"why is he in such an all-fired hurry?",Example
ex_8088,eng-10-00960629-a,"he remained faithful to his wife",Example
ex_8089,eng-10-09852289-n,"he introduced me to Ahmet Bey",Example
ex_8090,eng-10-06643185-n,"have you heard the latest?",Example
ex_8091,eng-10-02324397-a,"a weak pillar",Example
ex_8092,eng-10-00177289-r,"argues very strongly for his proposal",Example
ex_8093,eng-10-00177289-r,"he was strongly opposed to the government",Example
ex_8094,eng-10-08272961-n,"they were a winning combination",Example
ex_8095,eng-10-01333118-a,"a rational analysis",Example
ex_8096,eng-10-01316808-a,"a smothered cough",Example
ex_8097,eng-10-01316808-a,"a stifled yawn",Example
ex_8098,eng-10-01316808-a,"a strangled scream",Example
ex_8099,eng-10-01316808-a,"suppressed laughter",Example
ex_8100,eng-10-04929976-n,"his treatment of space borrows from Italian architecture",Example
ex_8101,eng-10-07327013-n,"training is a necessary preliminary to employment",Example
ex_8102,eng-10-07327013-n,"drinks were the overture to dinner",Example
ex_8103,eng-10-00436093-v,"douse a sail",Example
ex_8104,eng-10-02440461-a,"the uppermost book in the pile",Example
ex_8105,eng-10-02440461-a,"on the topmost step",Example
ex_8106,eng-10-00649033-v,"you can just mapquest the restaurant",Example
ex_8107,eng-10-13568524-n,"the transduction of acoustic waves into voltages by a microphone",Example
ex_8108,eng-10-00707206-a,"tender green shoots",Example
ex_8109,eng-10-01995047-a,"afire with annihilating invective",Example
ex_8110,eng-10-01995047-a,"a devastating portrait of human folly",Example
ex_8111,eng-10-01995047-a,"to compliments inflated I've a withering reply- W.S.Gilbert",Example
ex_8112,eng-10-02419933-a,"he looked at me with cogitative eyes",Example
ex_8113,eng-10-01516071-v,"The singer had to be boosted onto the stage by a special contraption",Example
ex_8114,eng-10-00285148-a,"a prejudiced judge",Example
ex_8115,eng-10-02522581-v,"She sailed through her exams",Example
ex_8116,eng-10-02522581-v,"You will pass with flying colors",Example
ex_8117,eng-10-02522581-v,"She nailed her astrophysics course",Example
ex_8118,eng-10-05034225-n,"the toxin's potency",Example
ex_8119,eng-10-05034225-n,"the strength of the drinks",Example
ex_8120,eng-10-00244054-a,"a fair complexion",Example
ex_8121,eng-10-00279092-a,"from the plane we saw the city below agleam with lights",Example
ex_8122,eng-10-00279092-a,"the gleaming brass on the altar",Example
ex_8123,eng-10-00279092-a,"Nereids beneath the nitid moon",Example
ex_8124,eng-10-01274341-v,"During the bris, the baby boy is circumcised",Example
ex_8125,eng-10-00192523-a,"an unsuspecting victim",Example
ex_8126,eng-10-00192523-a,"unsuspecting (or unaware) of the fact that I would one day be their leader",Example
ex_8127,eng-10-02193612-v,"can this image be resolved?",Example
ex_8128,eng-10-01268457-v,"paper the box",Example
ex_8129,eng-10-13920429-n,"the human condition",Example
ex_8130,eng-10-04802907-n,"he was beginning to doubt the accuracy of his compass",Example
ex_8131,eng-10-04802907-n,"the lawyer questioned the truth of my account",Example
ex_8132,eng-10-00302763-v,"fine-tune the engine",Example
ex_8133,eng-10-01196484-a,"facilitative changes in the economic structure",Example
ex_8134,eng-10-02595383-v,"Ply one's trade",Example
ex_8135,eng-10-09212360-n,"the bayous and backwaters are breeding grounds for mosquitos",Example
ex_8136,eng-10-01877620-v,"swing back",Example
ex_8137,eng-10-01877620-v,"swing forward",Example
ex_8138,eng-10-01367069-v,"staple the papers together",Example
ex_8139,eng-10-00993608-v,"style a manuscript",Example
ex_8140,eng-10-02162947-v,"His eyes were glistening",Example
ex_8141,eng-10-00049344-n,"the incursion of television into the American living room",Example
ex_8142,eng-10-00610249-a,"their rabidly nonconformist deportment has made them legendary",Example
ex_8143,eng-10-00610249-a,"the old stubborn nonconformist spirit of the early settlers",Example
ex_8144,eng-10-07206887-n,"the statement `he is brave and he is not brave' is a contradiction",Example
ex_8145,eng-10-01084866-v,"Smith converted and his team won",Example
ex_8146,eng-10-01444230-a,"the English vowel sounds in `pat', `pet', `pit', `pot', `putt' are short",Example
ex_8147,eng-10-00584367-n,"he is looking for employment",Example
ex_8148,eng-10-00584367-n,"a lot of people are out of work",Example
ex_8149,eng-10-02235330-a,"a frying pan with a nonstick surface",Example
ex_8150,eng-10-13286524-n,"a slice of the company's revenue",Example
ex_8151,eng-10-01564881-a,"frozen with horror",Example
ex_8152,eng-10-01564881-a,"they stood rooted in astonishment",Example
ex_8153,eng-10-03055159-n,"he smoothely released the clutch with one foot and stepped on the gas with the other",Example
ex_8154,eng-10-02006573-v,"She got the bus just as it was leaving",Example
ex_8155,eng-10-00610770-v,"This photo takes me back to the good old days",Example
ex_8156,eng-10-08364548-n,"no one knows how large the black economy really is",Example
ex_8157,eng-10-00341655-a,"a chancy appeal at best",Example
ex_8158,eng-10-00341655-a,"getting that job was definitely fluky",Example
ex_8159,eng-10-00341655-a,"a fluky wind",Example
ex_8160,eng-10-00341655-a,"an iffy proposition",Example
ex_8161,eng-10-02511075-v,"He bated his breath when talking about this affair",Example
ex_8162,eng-10-02511075-v,"capable of bating his enthusiasm",Example
ex_8163,eng-10-01976702-v,"the man had a heart attack and keeled over",Example
ex_8164,eng-10-02491308-a,"the risen sun",Example
ex_8165,eng-10-00327366-n,"they expected the drop would be successful",Example
ex_8166,eng-10-00995103-v,"Transcribe the oral history of this tribe",Example
ex_8167,eng-10-07615774-n,"in England a popsicle is called an ice lolly",Example
ex_8168,eng-10-00300317-v,"She anglicised her name after moving from Paris to London",Example
ex_8169,eng-10-01577327-a,"a talismanic amulet",Example
ex_8170,eng-10-01155090-v,"The Rolls Royce caught us near the exit ramp",Example
ex_8171,eng-10-00177186-a,"propitious omens",Example
ex_8172,eng-10-00177186-a,"propitious gales speeded us along",Example
ex_8173,eng-10-00177186-a,"a propitious alignment of planets for space exploration",Example
ex_8174,eng-10-09334396-n,"the plane turned away from the sea and moved back over land",Example
ex_8175,eng-10-09334396-n,"the earth shook for several minutes",Example
ex_8176,eng-10-09334396-n,"he dropped the logs on the ground",Example
ex_8177,eng-10-01314573-v,"I fingered my boss and found that he is not logged on in the afternoons",Example
ex_8178,eng-10-02827160-a,"a galvanic cell",Example
ex_8179,eng-10-02827160-a,"a voltaic (or galvanic) couple",Example
ex_8180,eng-10-02734016-a,"the generic name",Example
ex_8181,eng-10-13777211-n,"he made a small fortune in the commodities market",Example
ex_8182,eng-10-01388655-a,"a life-size sculpture",Example
ex_8183,eng-10-10520286-n,"a statistician has to be something of a generalist",Example
ex_8184,eng-10-13504173-n,"the solution took hundreds of iterations",Example
ex_8185,eng-10-01193721-v,"I am sated",Example
ex_8186,eng-10-01955494-a,"the bandaged wound on the back of his head",Example
ex_8187,eng-10-01955494-a,"an injury bound in fresh gauze",Example
ex_8188,eng-10-01542525-v,"drape a cloth",Example
ex_8189,eng-10-00252710-v,"The children are beginning to adolesce around the age of 12",Example
ex_8190,eng-10-01324996-v,"the terminally ill patient committed suicide",Example
ex_8191,eng-10-02257038-a,"sleeveless summer dresses",Example
ex_8192,eng-10-00190960-a,"few voters seem conscious of the issue's importance",Example
ex_8193,eng-10-00190960-a,"conscious of having succeeded",Example
ex_8194,eng-10-00190960-a,"the careful tread of one conscious of his alcoholic load- Thomas Hardy",Example
ex_8195,eng-10-02569558-a,"much too perspicacious to be taken in by such a spurious argument",Example
ex_8196,eng-10-02569558-a,"observant and thoughtful, he was given to asking sagacious questions",Example
ex_8197,eng-10-02569558-a,"a source of valuable insights and sapient advice to educators",Example
ex_8198,eng-10-13754778-n,"his bag included two deer",Example
ex_8199,eng-10-01439745-v,"Before I could stop him the dog snatched the ham bone",Example
ex_8200,eng-10-00252990-v,"Resistance to the manager's plan built up quickly",Example
ex_8201,eng-10-00252990-v,"Pressure is building up at the Indian-Pakistani border",Example
ex_8202,eng-10-01738597-v,"We have developed a new theory of evolution",Example
ex_8203,eng-10-00038687-v,"slick one's hair",Example
ex_8204,eng-10-01780568-v,"I fear I won't make it to your wedding party",Example
ex_8205,eng-10-00795264-v,"program the 80th birthday party",Example
ex_8206,eng-10-00834557-v,"This author romanced his trip to an exotic country",Example
ex_8207,eng-10-00941565-v,"The woman poured out her frustrations as the judge listened",Example
ex_8208,eng-10-00857206-a,"a female form in marble--a chilly but ideal medium for depicting abstract virtues-C.W.Cunningham",Example
ex_8209,eng-10-01832108-a,"a quickset hawthorn hedge",Example
ex_8210,eng-10-01426375-a,"an epidemic outbreak of influenza",Example
ex_8211,eng-10-01796304-a,"a fanciful pattern with intertwined vines and flowers",Example
ex_8212,eng-10-02626604-v,"The water turned into ice",Example
ex_8213,eng-10-02626604-v,"Her former friend became her worst enemy",Example
ex_8214,eng-10-02626604-v,"He turned traitor",Example
ex_8215,eng-10-00539110-v,"The speech has to go through several more drafts",Example
ex_8216,eng-10-00539110-v,"run through your presentation before the meeting",Example
ex_8217,eng-10-00539546-v,"Hitler's attack on Poland led up to World War II",Example
ex_8218,eng-10-02822472-a,"apopemptic hymns",Example
ex_8219,eng-10-00625963-v,"empanel prospective jurors",Example
ex_8220,eng-10-05917328-n,"his reaction to the news was to start planning what to do",Example
ex_8221,eng-10-02668798-v,"This action flies in the face of the agreement",Example
ex_8222,eng-10-03377582-n,"his new software is a follow-up to the programs they started with",Example
ex_8223,eng-10-02496185-v,"He was trapped in a difficult situation",Example
ex_8224,eng-10-00573085-v,"the sudden bad news damped the joyous atmosphere",Example
ex_8225,eng-10-01831789-a,"drifts of naturalized daffodils",Example
ex_8226,eng-10-01842204-v,"We never went out when our children were small",Example
ex_8227,eng-10-01597702-a,"after the floods the harvests were subnormal",Example
ex_8228,eng-10-01597702-a,"subnormal intelligence",Example
ex_8229,eng-10-02744977-v,"This scene acts well",Example
ex_8230,eng-10-00735709-a,"the raped countryside",Example
ex_8231,eng-10-07996412-n,"a plague of grasshoppers",Example
ex_8232,eng-10-10415439-n,"although not the inventor he must be recognized as the perfecter of this technique",Example
ex_8233,eng-10-10122300-n,"they were a society of hunters and gatherers",Example
ex_8234,eng-10-02175861-v,"a shot rang out",Example
ex_8235,eng-10-00685365-a,"a peremptory decree",Example
ex_8236,eng-10-02385372-v,"he was divested of his rights and his title",Example
ex_8237,eng-10-02385372-v,"They disinvested themselves of their rights",Example
ex_8238,eng-10-07286368-n,"he looked for an omen before going into battle",Example
ex_8239,eng-10-01986715-v,"the liquid gradually settled",Example
ex_8240,eng-10-07478874-n,"the crash occurred during a thunderstorm and the system has been down ever since",Example
ex_8241,eng-10-01258617-a,"human beings",Example
ex_8242,eng-10-01258617-a,"the human body",Example
ex_8243,eng-10-01258617-a,"human kindness",Example
ex_8244,eng-10-01258617-a,"human frailty",Example
ex_8245,eng-10-00329831-a,"a central position",Example
ex_8246,eng-10-03288003-n,"medieval engines of war",Example
ex_8247,eng-10-01230685-n,"the bell was a signal for the rallying of the whole neighborhood",Example
ex_8248,eng-10-01786620-v,"His behavior really miffed me",Example
ex_8249,eng-10-01076793-a,"an unfriendly coldness of manner",Example
ex_8250,eng-10-01076793-a,"an unfriendly action to take",Example
ex_8251,eng-10-02065085-v,"The river was deviated to prevent flooding",Example
ex_8252,eng-10-01316222-a,"in certain conditions previously inhibited conditioned reactions can reappear",Example
ex_8253,eng-10-06879766-n,"it was a mere glance, but the eye contact was enough to tell her that he was desperate to leave",Example
ex_8254,eng-10-01163586-n,"they used cattle prods to administer electric shocks",Example
ex_8255,eng-10-08369220-n,"we must secure the benefits of freedom for ourselves and our posterity",Example
ex_8256,eng-10-01756006-v,"beat a path through the forest",Example
ex_8257,eng-10-01817574-v,"the political candidate worked the crowds",Example
ex_8258,eng-10-01198616-v,"puff a cigar",Example
ex_8259,eng-10-01198616-v,"whiff a pipe",Example
ex_8260,eng-10-10514255-n,"the patient is a referral from Dr. Bones",Example
ex_8261,eng-10-02701445-v,"This tent sleeps six people",Example
ex_8262,eng-10-00095195-r,"they were sailing leeward",Example
ex_8263,eng-10-00974908-a,"that style is out these days",Example
ex_8264,eng-10-08472590-n,"the Enlightenment brought about many humanitarian reforms",Example
ex_8265,eng-10-02379455-a,"the synchronized flapping of a bird's wings",Example
ex_8266,eng-10-01526605-v,"the lights went on",Example
ex_8267,eng-10-01526605-v,"the computer came up",Example
