:ID,lexicalId,writtenForm,partOfSpeech,:LABEL
w228573,w228573,"未反射",a,Lemma
w216529,w216529,"非妥协性",a,Lemma
w227522,w227522,"菜豆象",n,Lemma
w212409,w212409,"丝绒花",n,Lemma
w263680,w263680,"鸻形亚目",n,Lemma
w215435,w215435,"美法仑",n,Lemma
w225696,w225696,"气垫",n,Lemma
w199515,w199515,"悬钩子属",n,Lemma
w231430,w231430,"有势力+的",a,Lemma
w197381,w197381,"指猴",n,Lemma
w251304,w251304,"绿裸鳚属",n,Lemma
w233991,w233991,"做学徒",v,Lemma
w263247,w263247,"古埃及墓室",n,Lemma
w222437,w222437,"复兴的",a,Lemma
w235389,w235389,"中东的",a,Lemma
w248797,w248797,"基本利率",n,Lemma
w242701,w242701,"很适合钢琴",a,Lemma
w239950,w239950,"有内胎",a,Lemma
w198061,w198061,"十八世纪六十年代",n,Lemma
w232388,w232388,"以管输送",v,Lemma
w243054,w243054,"卡黎皮",n,Lemma
w226931,w226931,"可钦佩",a,Lemma
w218936,w218936,"最大化",v,Lemma
w262901,w262901,"铁黑云母",n,Lemma
w208100,w208100,"可替换+的",a,Lemma
w204621,w204621,"地星",n,Lemma
w263551,w263551,"嘉兰",n,Lemma
w234887,w234887,"抵押债券",n,Lemma
w197040,w197040,"过得去+的",a,Lemma
w194149,w194149,"恐怖病",n,Lemma
w191212,w191212,"平方英里",n,Lemma
w233805,w233805,"被动+的",a,Lemma
w222337,w222337,"学者气派",a,Lemma
w226282,w226282,"症",n,Lemma
w244990,w244990,"无墙车库",n,Lemma
w237151,w237151,"哥特语+的",a,Lemma
w257329,w257329,"光度学",a,Lemma
w207347,w207347,"海绵状",a,Lemma
w221484,w221484,"冰蚀",n,Lemma
w254853,w254853,"丛梗孢目",n,Lemma
w194231,w194231,"能看得很远",a,Lemma
w237940,w237940,"确定性+的",a,Lemma
w205611,w205611,"德国+的",a,Lemma
w203084,w203084,"有记性+的",a,Lemma
w246661,w246661,"步幅",n,Lemma
w229045,w229045,"分子+的",a,Lemma
w233483,w233483,"七指蕨属",n,Lemma
w260359,w260359,"前甲板",n,Lemma
w244487,w244487,"胡克绿",n,Lemma
w260775,w260775,"原生动物+的",a,Lemma
w195840,w195840,"古柯",n,Lemma
w197626,w197626,"上颚",a,Lemma
w201105,w201105,"饥饿",r,Lemma
w220346,w220346,"厚的",a,Lemma
w241215,w241215,"烦躁+的",a,Lemma
w236947,w236947,"嘹亮",a,Lemma
w257757,w257757,"向内弯曲",v,Lemma
w260565,w260565,"腊肠犬",n,Lemma
w219602,w219602,"地政局",n,Lemma
w214304,w214304,"枳属",n,Lemma
w255864,w255864,"短处",n,Lemma
w231677,w231677,"细木工制品",n,Lemma
w238531,w238531,"马梳",n,Lemma
w241175,w241175,"部长",a,Lemma
w241593,w241593,"不危急",a,Lemma
w188745,w188745,"自有其目的+的",a,Lemma
w229182,w229182,"柿树",n,Lemma
w192394,w192394,"否定法所得",n,Lemma
w221171,w221171,"定倾中心+的",a,Lemma
w248866,w248866,"有公德心",a,Lemma
w188181,w188181,"不匀称+的",a,Lemma
w228251,w228251,"达尔马提亚人",a,Lemma
w210418,w210418,"资本主义",n,Lemma
w204041,w204041,"撑紧+的",a,Lemma
w190182,w190182,"陪同",v,Lemma
w196816,w196816,"模",n,Lemma
w252301,w252301,"无意义而滑稽的文章",n,Lemma
w225370,w225370,"完全+的",r,Lemma
w203970,w203970,"实蕨属",n,Lemma
w203147,w203147,"用数字表示",r,Lemma
w191155,w191155,"以字母表示",v,Lemma
w230961,w230961,"但丁",a,Lemma
w252378,w252378,"发动",v,Lemma
w206259,w206259,"特别",a,Lemma
w225798,w225798,"乌克兰人+的",a,Lemma
w225739,w225739,"预约簿",n,Lemma
w234573,w234573,"杂交种",n,Lemma
w200956,w200956,"低级趣味+的",a,Lemma
w258027,w258027,"自动楼梯",n,Lemma
w220394,w220394,"石室坟墓",n,Lemma
w196480,w196480,"压碎",a,Lemma
w264354,w264354,"档案",a,Lemma
w229867,w229867,"大主教区",n,Lemma
w198414,w198414,"战",v,Lemma
w244757,w244757,"分摊",v,Lemma
w226703,w226703,"钓鱼椅",n,Lemma
w210647,w210647,"卷曲",n,Lemma
w220492,w220492,"气体分液罐",n,Lemma
w199006,w199006,"珠鸡斑贝母",n,Lemma
w215568,w215568,"白猪牙花",n,Lemma
w251249,w251249,"黑蝗属",n,Lemma
w212889,w212889,"哨舰",n,Lemma
w230933,w230933,"例证",a,Lemma
w214719,w214719,"雁形目",n,Lemma
w241070,w241070,"病历+的",a,Lemma
w247991,w247991,"羚羊属",n,Lemma
w227215,w227215,"阿拉帕霍文",n,Lemma
w264225,w264225,"帽状体+的",a,Lemma
w204862,w204862,"狠毒",a,Lemma
w244199,w244199,"现购自运+的",a,Lemma
w252845,w252845,"眼睛模糊",a,Lemma
w200082,w200082,"横卧+的",a,Lemma
w198148,w198148,"焦虑症",n,Lemma
w235067,w235067,"贮放干草的顶阁",n,Lemma
w204580,w204580,"中意",n,Lemma
w191740,w191740,"大戟科",n,Lemma
w244213,w244213,"树叉",n,Lemma
w216714,w216714,"刺刀",n,Lemma
w249417,w249417,"物质主义",a,Lemma
w188408,w188408,"角苔属",n,Lemma
w199115,w199115,"致醉药物",n,Lemma
w189152,w189152,"镰菌属",n,Lemma
w209971,w209971,"拔去了门闩",a,Lemma
w225989,w225989,"担保债券",n,Lemma
w244508,w244508,"适合",v,Lemma
w263631,w263631,"电影",n,Lemma
w206433,w206433,"内陷",n,Lemma
w205673,w205673,"聚集",n,Lemma
w197095,w197095,"血清学",a,Lemma
w214242,w214242,"一品脱",n,Lemma
w195131,w195131,"代表者",n,Lemma
w247497,w247497,"列车载量",n,Lemma
w229663,w229663,"鸟蛤属",n,Lemma
w205740,w205740,"生长茂盛",v,Lemma
w197152,w197152,"整齐+地",r,Lemma
w201270,w201270,"看不清",a,Lemma
w220699,w220699,"八层",a,Lemma
w255300,w255300,"溶细胞+的",a,Lemma
w216579,w216579,"实体化",n,Lemma
w188664,w188664,"在前面",v,Lemma
w258071,w258071,"阿拉姆语+的",a,Lemma
w254426,w254426,"高温化学变化+的",a,Lemma
w246887,w246887,"沙孤",n,Lemma
w248540,w248540,"步骤",n,Lemma
w241824,w241824,"电力干线",n,Lemma
w250984,w250984,"紧急情况",n,Lemma
w227851,w227851,"新鲜",n,Lemma
w262383,w262383,"变模糊",v,Lemma
w234577,w234577,"洗革",n,Lemma
w216196,w216196,"拉广告者",n,Lemma
w262640,w262640,"逮住",v,Lemma
w215371,w215371,"摆脱困境",a,Lemma
w257389,w257389,"无关重要+的",a,Lemma
w228568,w228568,"蚁鸟",n,Lemma
w234374,w234374,"坏掉",a,Lemma
w259508,w259508,"市场交易",n,Lemma
w245452,w245452,"想象中",a,Lemma
w245437,w245437,"螨恐怖",n,Lemma
w191791,w191791,"泥质岩",n,Lemma
w230512,w230512,"白姑鱼",n,Lemma
w215480,w215480,"乌桑",n,Lemma
w221945,w221945,"经历",n,Lemma
w203485,w203485,"方士",n,Lemma
w244656,w244656,"霍加狓",n,Lemma
w224421,w224421,"牙鳕",n,Lemma
w212151,w212151,"使个性化",v,Lemma
w262865,w262865,"应急桅杆",n,Lemma
w214270,w214270,"印度历",n,Lemma
w213314,w213314,"支气管",a,Lemma
w236453,w236453,"阿里斯托芬",n,Lemma
w199669,w199669,"纺纱杆",n,Lemma
w229220,w229220,"位于边缘",v,Lemma
w216605,w216605,"图示湿度计",n,Lemma
w194078,w194078,"自我中心的",a,Lemma
w249802,w249802,"总状",a,Lemma
w238029,w238029,"事后愉快的回忆",n,Lemma
w261084,w261084,"荣耀+的",a,Lemma
w235321,w235321,"忠实+的",a,Lemma
w236337,w236337,"分异",n,Lemma
w197188,w197188,"阿姨",n,Lemma
w246334,w246334,"瓮音+的",a,Lemma
w227348,w227348,"首字母缩写+的",a,Lemma
w254040,w254040,"齐斋节",n,Lemma
w253896,w253896,"棱锥",n,Lemma
w239126,w239126,"表现",v,Lemma
w260402,w260402,"连结环",n,Lemma
w232797,w232797,"容格+的",a,Lemma
w207428,w207428,"满口袋的量",n,Lemma
w249116,w249116,"成网状",v,Lemma
w263974,w263974,"水压+的",a,Lemma
w229097,w229097,"回国",v,Lemma
w207678,w207678,"神话",n,Lemma
w256170,w256170,"股票值",n,Lemma
w193178,w193178,"化学药品",n,Lemma
w199822,w199822,"火泥",n,Lemma
w193564,w193564,"气喘状",n,Lemma
w253968,w253968,"爱好",v,Lemma
w238651,w238651,"照",v,Lemma
w214443,w214443,"内屋",n,Lemma
w227211,w227211,"尿路病",n,Lemma
w212143,w212143,"可以解决",a,Lemma
w206139,w206139,"北越+的",a,Lemma
w205057,w205057,"巴旦杏树",n,Lemma
w232923,w232923,"岩层土",n,Lemma
w226121,w226121,"百姓",n,Lemma
w188834,w188834,"石思仙",n,Lemma
w251832,w251832,"使负担过重",v,Lemma
w207987,w207987,"怕工作",a,Lemma
w215109,w215109,"不信任",n,Lemma
w240675,w240675,"正式的",a,Lemma
w264581,w264581,"令人惊讶+的",a,Lemma
w210110,w210110,"错位咬合",n,Lemma
w195552,w195552,"心绞痛",a,Lemma
w245870,w245870,"孔雀蓝+的",a,Lemma
w230067,w230067,"乙酰乙酸",n,Lemma
w264496,w264496,"投币孔",n,Lemma
w201223,w201223,"双分子",a,Lemma
w249043,w249043,"非异常+的",a,Lemma
w188694,w188694,"测径规",n,Lemma
w208762,w208762,"推迟",n,Lemma
w227096,w227096,"纪实",a,Lemma
w219335,w219335,"普通",a,Lemma
w248220,w248220,"婶婶",n,Lemma
w240529,w240529,"草菇属",n,Lemma
w216546,w216546,"加热",v,Lemma
w188636,w188636,"成堆生长",a,Lemma
w194966,w194966,"金丝葵",n,Lemma
w197663,w197663,"尾",n,Lemma
w242626,w242626,"杂货",n,Lemma
w248298,w248298,"病态",r,Lemma
w245937,w245937,"不能制胜+地",r,Lemma
w221374,w221374,"耐用品",n,Lemma
w216115,w216115,"离开轴心",a,Lemma
w242666,w242666,"马鞍菌属",n,Lemma
w210192,w210192,"冰晶石",n,Lemma
w202934,w202934,"朱鹭",n,Lemma
w232599,w232599,"登上...顶峰",v,Lemma
w222525,w222525,"基础设施",n,Lemma
w205862,w205862,"食肉植物",n,Lemma
w193942,w193942,"狗屋",n,Lemma
w249490,w249490,"头脑不清",a,Lemma
w205244,w205244,"铁铝氧石+的",a,Lemma
w250704,w250704,"有关建筑+的",a,Lemma
w190165,w190165,"碳酸氢钾",n,Lemma
w196576,w196576,"开朗",a,Lemma
w248792,w248792,"晚山茶",n,Lemma
w218609,w218609,"机械效益",n,Lemma
w217139,w217139,"废除",n,Lemma
w227297,w227297,"翼",n,Lemma
w190173,w190173,"希伯来",a,Lemma
w208181,w208181,"疟疾",a,Lemma
w231653,w231653,"到法定年龄",v,Lemma
w229060,w229060,"血丝虫+的",a,Lemma
w224174,w224174,"享乐主义",a,Lemma
w188769,w188769,"采矿",n,Lemma
w248845,w248845,"总收益",n,Lemma
w228068,w228068,"日光兰属",n,Lemma
w254296,w254296,"两栖类",a,Lemma
w249592,w249592,"可用于胶合+的",a,Lemma
w195242,w195242,"冲击",v,Lemma
w227748,w227748,"年度",n,Lemma
w238772,w238772,"彻底",r,Lemma
w227596,w227596,"马口铁器",n,Lemma
w213893,w213893,"有口才",a,Lemma
w236090,w236090,"封地+的",a,Lemma
w228322,w228322,"丝线",n,Lemma
w236308,w236308,"政治的贡献",n,Lemma
w204538,w204538,"划蝽科",n,Lemma
w262325,w262325,"溅出量",n,Lemma
w202538,w202538,"绝热",a,Lemma
w251755,w251755,"阴谋",n,Lemma
w229702,w229702,"依照句法",a,Lemma
w212743,w212743,"添入物",n,Lemma
w209468,w209468,"短翅",a,Lemma
w220225,w220225,"游戏",n,Lemma
w207359,w207359,"皲裂",n,Lemma
w253496,w253496,"挖苦",r,Lemma
w218196,w218196,"尿囊+的",a,Lemma
w263097,w263097,"袜子",n,Lemma
w263174,w263174,"楼上+的",a,Lemma
w235759,w235759,"肿疡",n,Lemma
w235533,w235533,"使圣餐变体",v,Lemma
w210935,w210935,"改变了",a,Lemma
w242985,w242985,"夏威夷语",a,Lemma
w249235,w249235,"溢出物",n,Lemma
w241627,w241627,"患精神分裂症+的",a,Lemma
w254137,w254137,"聚合物",n,Lemma
w210297,w210297,"冲出去",v,Lemma
w236597,w236597,"夸大之词",n,Lemma
w246554,w246554,"李杏",n,Lemma
w232504,w232504,"不够热心+地",r,Lemma
w232481,w232481,"登记过+的",a,Lemma
w195833,w195833,"绵鳚科",n,Lemma
w254089,w254089,"静电感光复印纸",n,Lemma
w225762,w225762,"出租+的",a,Lemma
w255024,w255024,"多连灯烛台",n,Lemma
w216916,w216916,"舞台+的",a,Lemma
w191392,w191392,"凿子",n,Lemma
w194673,w194673,"粗陋+的",a,Lemma
w191515,w191515,"毯子",n,Lemma
w247348,w247348,"日冕",n,Lemma
w190441,w190441,"必要",n,Lemma
w211462,w211462,"黏附",v,Lemma
w248366,w248366,"迷人+地",r,Lemma
w191380,w191380,"姑息",v,Lemma
w208651,w208651,"无保障",r,Lemma
w192825,w192825,"结肠",a,Lemma
w253121,w253121,"同位素数",n,Lemma
w241360,w241360,"有利益",r,Lemma
w190348,w190348,"明树",n,Lemma
w215030,w215030,"全体居民",n,Lemma
w217165,w217165,"木桶",n,Lemma
w232645,w232645,"多明我会的",a,Lemma
w226401,w226401,"洞",n,Lemma
w220149,w220149,"顺序+的",a,Lemma
w239627,w239627,"二等+的",a,Lemma
w238734,w238734,"新性发生+的",a,Lemma
w237976,w237976,"人体冷藏+的",a,Lemma
w195888,w195888,"裁定",v,Lemma
w203620,w203620,"猪獾属",n,Lemma
w240632,w240632,"重获知觉",v,Lemma
w247021,w247021,"可厌恶+的",a,Lemma
w260081,w260081,"变质",a,Lemma
w260364,w260364,"结构单一+的",a,Lemma
w223739,w223739,"物镜",n,Lemma
w240897,w240897,"玩耍",v,Lemma
w262368,w262368,"CGS制",n,Lemma
w196470,w196470,"小婆婆纳",n,Lemma
w194550,w194550,"风鸣琴",n,Lemma
w241488,w241488,"肘",n,Lemma
w255547,w255547,"打扮+的",a,Lemma
w237967,w237967,"不对称的",a,Lemma
w188101,w188101,"死板+地",r,Lemma
w263465,w263465,"苦疟树属",n,Lemma
w247542,w247542,"无电荷",a,Lemma
w228844,w228844,"思想开放",a,Lemma
w193505,w193505,"病灶传染",n,Lemma
w189760,w189760,"协力自行车",n,Lemma
w212885,w212885,"头重脚轻+的",a,Lemma
w215211,w215211,"一点一点+地",r,Lemma
w263434,w263434,"活化",n,Lemma
w234318,w234318,"扬扬格",a,Lemma
w248560,w248560,"焦磷酸硫胺素",n,Lemma
w253184,w253184,"遗体",n,Lemma
w217204,w217204,"大臣",n,Lemma
w221958,w221958,"小嘴鸻",n,Lemma
w193864,w193864,"男子假发",a,Lemma
w239648,w239648,"地蜡",n,Lemma
w214824,w214824,"容易潮湿+的",a,Lemma
w207664,w207664,"射钍",n,Lemma
w219797,w219797,"水藻般+的",a,Lemma
w240373,w240373,"增多",n,Lemma
w239491,w239491,"有独创性",a,Lemma
w224593,w224593,"固氮",n,Lemma
w201944,w201944,"中古",a,Lemma
w246202,w246202,"天",a,Lemma
w234068,w234068,"弄暗",v,Lemma
w221261,w221261,"产生精液+的",a,Lemma
w205227,w205227,"黾蝽属",n,Lemma
w213804,w213804,"截止阀",n,Lemma
w223991,w223991,"燃料消耗",n,Lemma
w257886,w257886,"发展史",n,Lemma
w238740,w238740,"严重",a,Lemma
w231065,w231065,"脚爪",n,Lemma
w263603,w263603,"一脑袋的容量",n,Lemma
w195680,w195680,"前台操作",n,Lemma
w218355,w218355,"不祥",a,Lemma
w248774,w248774,"回到起点",n,Lemma
w237004,w237004,"特技替身演员",n,Lemma
w226866,w226866,"蜂箱",n,Lemma
w200583,w200583,"北极花",n,Lemma
w260259,w260259,"有蹼的脚",n,Lemma
w216615,w216615,"专注于",v,Lemma
w254796,w254796,"水晶",n,Lemma
w190651,w190651,"全身水肿",a,Lemma
w249513,w249513,"困于恶梦+的",a,Lemma
w246451,w246451,"似肉",a,Lemma
w210229,w210229,"亚松森",n,Lemma
w209133,w209133,"庆祝",v,Lemma
w233128,w233128,"干净+的",a,Lemma
w262953,w262953,"正直",n,Lemma
w214607,w214607,"明列子",n,Lemma
w214101,w214101,"造血",a,Lemma
w210557,w210557,"颧弓的",a,Lemma
w229353,w229353,"贪污",a,Lemma
w252893,w252893,"包租",a,Lemma
w222518,w222518,"筑堤",v,Lemma
w248049,w248049,"浮肿",n,Lemma
w192202,w192202,"使人惊骇+的",a,Lemma
w201876,w201876,"小布袋",n,Lemma
w257820,w257820,"耳毒性",a,Lemma
w249629,w249629,"信义",n,Lemma
w240954,w240954,"潜藏",v,Lemma
w244642,w244642,"格构",n,Lemma
w193060,w193060,"西班牙猎犬",n,Lemma
w209446,w209446,"有规律+的",a,Lemma
w194709,w194709,"深信不疑",a,Lemma
w237620,w237620,"完成或达到最低限度",v,Lemma
w261506,w261506,"说斯拉夫语+的",a,Lemma
w206475,w206475,"丝核菌",n,Lemma
w195979,w195979,"与世隔绝",a,Lemma
w255503,w255503,"顽固不化+的",a,Lemma
w225180,w225180,"零用钱",n,Lemma
w213574,w213574,"树豆",n,Lemma
w259893,w259893,"发汗剂",n,Lemma
w208132,w208132,"折",n,Lemma
w236213,w236213,"变衰弱",v,Lemma
w226547,w226547,"太空船上的飞行员",n,Lemma
w252557,w252557,"鼓室",a,Lemma
w204901,w204901,"宗教仪式",a,Lemma
w227999,w227999,"特氟隆",n,Lemma
w233711,w233711,"令人倾佩+的",a,Lemma
w223489,w223489,"扁豆属",n,Lemma
w219051,w219051,"灭绝",v,Lemma
w197146,w197146,"狮子",n,Lemma
w223176,w223176,"炮艇",n,Lemma
w243821,w243821,"杰克逊",a,Lemma
w214424,w214424,"激进分子",n,Lemma
w237949,w237949,"支配地位",n,Lemma
w233913,w233913,"一定",a,Lemma
w229648,w229648,"有声望+的",a,Lemma
w201293,w201293,"欧洲防风草",n,Lemma
w192768,w192768,"线疫病",n,Lemma
w234959,w234959,"无决断力+的",a,Lemma
w229951,w229951,"生产力",n,Lemma
w243300,w243300,"插句",r,Lemma
w228872,w228872,"重水",n,Lemma
w260160,w260160,"小心翼翼",r,Lemma
w235437,w235437,"L形状",a,Lemma
w194922,w194922,"煤砖",n,Lemma
w250218,w250218,"劈开+的",a,Lemma
w247596,w247596,"悦耳",a,Lemma
w200936,w200936,"激肽",n,Lemma
w230467,w230467,"最远点",n,Lemma
w248350,w248350,"友情",n,Lemma
w231611,w231611,"拿撒勒人",a,Lemma
w192211,w192211,"姑母",n,Lemma
w228404,w228404,"睡菜",n,Lemma
w212253,w212253,"印象",n,Lemma
w245961,w245961,"改进+的",a,Lemma
w253007,w253007,"阿比西林",n,Lemma
w205894,w205894,"特快",a,Lemma
w252183,w252183,"马丁路德",a,Lemma
w225898,w225898,"消散",n,Lemma
w226675,w226675,"阿伐青铜",n,Lemma
w209348,w209348,"有籽",a,Lemma
w199977,w199977,"鲸",a,Lemma
w206965,w206965,"方豆藤",n,Lemma
w205010,w205010,"自给自足",a,Lemma
w259976,w259976,"半导体材料",n,Lemma
w197946,w197946,"进退两难+的",a,Lemma
w258366,w258366,"腐质土化",n,Lemma
w245125,w245125,"憎恶",n,Lemma
w232651,w232651,"极清晰描绘",a,Lemma
w223547,w223547,"氢化可的松",n,Lemma
w210246,w210246,"内科",a,Lemma
w190823,w190823,"大公",a,Lemma
w233788,w233788,"十一边形",n,Lemma
w246223,w246223,"106号元素",n,Lemma
w228304,w228304,"冷漠的",a,Lemma
w263156,w263156,"赛亚麻属",n,Lemma
w259539,w259539,"勤务",n,Lemma
w234721,w234721,"后千年的",a,Lemma
w251174,w251174,"酸",a,Lemma
w244532,w244532,"缸状+的",a,Lemma
w200673,w200673,"急剧升降+的",a,Lemma
w248955,w248955,"夏威夷+的",a,Lemma
w225917,w225917,"陡峭+的",a,Lemma
w201712,w201712,"水玻璃",n,Lemma
w242239,w242239,"抵抗",n,Lemma
w254033,w254033,"人家",n,Lemma
w262151,w262151,"束紧",v,Lemma
w256540,w256540,"栗鼠属",n,Lemma
w224104,w224104,"短弯刀",n,Lemma
w259497,w259497,"画儿",n,Lemma
w249090,w249090,"电影院+的",a,Lemma
w243844,w243844,"高尿钙症",n,Lemma
w217503,w217503,"刺",v,Lemma
w196851,w196851,"喃喃低语",v,Lemma
w257423,w257423,"弯曲状态",n,Lemma
w201186,w201186,"放射性",n,Lemma
w261231,w261231,"报价单",n,Lemma
w250313,w250313,"军械厂",n,Lemma
w205831,w205831,"田园生活+的",a,Lemma
w264069,w264069,"载荷",n,Lemma
w235735,w235735,"监禁",v,Lemma
w207044,w207044,"碎石",n,Lemma
w205882,w205882,"特征",n,Lemma
w190841,w190841,"拖延",v,Lemma
w217407,w217407,"起伏",v,Lemma
w210790,w210790,"象天鹅绒",a,Lemma
w250080,w250080,"互相影响+的",a,Lemma
w233272,w233272,"薄荷醇",n,Lemma
w227446,w227446,"低领",n,Lemma
w214784,w214784,"编队",n,Lemma
w203280,w203280,"鸨亚目",n,Lemma
w262208,w262208,"踢",v,Lemma
w244730,w244730,"棱堡",n,Lemma
w237805,w237805,"破了产",a,Lemma
w219240,w219240,"精密",n,Lemma
w217423,w217423,"机械混合物",n,Lemma
w193629,w193629,"压条",n,Lemma
w213259,w213259,"平交道口",n,Lemma
w211426,w211426,"主显节",n,Lemma
w255648,w255648,"利比亚人+的",a,Lemma
w216675,w216675,"有刺铁丝网",n,Lemma
w243493,w243493,"急速+的",a,Lemma
w228895,w228895,"蛰伏状态",n,Lemma
w211639,w211639,"使破裂",v,Lemma
w198546,w198546,"射击",v,Lemma
w231905,w231905,"退步",v,Lemma
w229128,w229128,"紫凤梨",n,Lemma
w258060,w258060,"节孢子",n,Lemma
w244752,w244752,"同音",a,Lemma
w193893,w193893,"发光",v,Lemma
w242426,w242426,"毒藤皮疹",n,Lemma
w210822,w210822,"胸膜痛",n,Lemma
w208696,w208696,"形成乳糜",a,Lemma
w198134,w198134,"沙捞越人+的",a,Lemma
w259780,w259780,"有毛皮",a,Lemma
w189334,w189334,"过分充满的状态",n,Lemma
w237889,w237889,"救济",n,Lemma
w229983,w229983,"轴平面",n,Lemma
w204388,w204388,"嵌锁",n,Lemma
w203091,w203091,"极度邪恶",r,Lemma
w219269,w219269,"吓唬",v,Lemma
w215972,w215972,"露天挖掘",a,Lemma
w220487,w220487,"犹豫",n,Lemma
w196194,w196194,"剧痛",n,Lemma
w261429,w261429,"外交工作",a,Lemma
w218368,w218368,"递",v,Lemma
w223141,w223141,"学术论文",n,Lemma
w215470,w215470,"附属物",n,Lemma
w189530,w189530,"鸏鸟属",n,Lemma
w263333,w263333,"皮带似",a,Lemma
w258787,w258787,"二拍子",n,Lemma
w187968,w187968,"战争犯罪",n,Lemma
w233388,w233388,"听诊",a,Lemma
w229924,w229924,"法兰克人",a,Lemma
w253428,w253428,"发火花",v,Lemma
w242719,w242719,"寺",n,Lemma
w238709,w238709,"溪",n,Lemma
w229567,w229567,"亚原子+的",a,Lemma
w193103,w193103,"膀胱疾病",n,Lemma
w251409,w251409,"告罄",n,Lemma
w221527,w221527,"可耻的人",n,Lemma
w235691,w235691,"阿拉伯沙漠",n,Lemma
w211313,w211313,"积极的人",n,Lemma
w262856,w262856,"苹果压榨机",n,Lemma
w234030,w234030,"剥蚀",n,Lemma
w232013,w232013,"忙于",v,Lemma
w203653,w203653,"无声息+的",a,Lemma
w190635,w190635,"低血糖症+的",a,Lemma
w241531,w241531,"须避讳+的",a,Lemma
w237600,w237600,"使昏暗",v,Lemma
w261365,w261365,"徐缓的",a,Lemma
w243912,w243912,"剪贴簿",n,Lemma
w218179,w218179,"做首领",v,Lemma
w229723,w229723,"二氯化碳酰",n,Lemma
w241748,w241748,"腰带",n,Lemma
w190649,w190649,"子宫内+的",a,Lemma
w254934,w254934,"涉及不同教派",a,Lemma
w200414,w200414,"情绪上+的",a,Lemma
w255317,w255317,"协调关系",n,Lemma
w206733,w206733,"器皿",n,Lemma
w202916,w202916,"语无伦次",a,Lemma
w227506,w227506,"使就任",v,Lemma
w190072,w190072,"来回针脚",n,Lemma
w206223,w206223,"颔",n,Lemma
w235281,w235281,"坚信",n,Lemma
w218066,w218066,"固执地",r,Lemma
w221231,w221231,"死亡",n,Lemma
w256182,w256182,"荷兰+的",a,Lemma
w201640,w201640,"论据",n,Lemma
w198686,w198686,"柔润",a,Lemma
w188640,w188640,"禁运",v,Lemma
w207908,w207908,"使及格",v,Lemma
w231740,w231740,"拍打",v,Lemma
w195298,w195298,"不警醒+的",a,Lemma
w251157,w251157,"分配者",n,Lemma
w224821,w224821,"柯特尔男外衣",n,Lemma
w234625,w234625,"瞳孔缩小+的",a,Lemma
w204760,w204760,"不发展",v,Lemma
w259874,w259874,"主牧师",n,Lemma
w203224,w203224,"烟囱",n,Lemma
w208042,w208042,"泡沫室",n,Lemma
w207772,w207772,"敷抹器",n,Lemma
w241276,w241276,"聚积",v,Lemma
w215945,w215945,"被驱使",v,Lemma
w239526,w239526,"全部+的",r,Lemma
w202519,w202519,"拒绝相信",v,Lemma
w226621,w226621,"前桅大帆",n,Lemma
w188721,w188721,"挖苦+的",a,Lemma
w224670,w224670,"调和",a,Lemma
w259140,w259140,"将临期",n,Lemma
w197869,w197869,"防范",v,Lemma
w229463,w229463,"马达",n,Lemma
w222628,w222628,"石背柳",n,Lemma
w253901,w253901,"处决",v,Lemma
w237414,w237414,"猴面包树属",n,Lemma
w238155,w238155,"鲶",n,Lemma
w255823,w255823,"堂兄",n,Lemma
w203277,w203277,"标量",a,Lemma
w202635,w202635,"线状无烟火药",n,Lemma
w191175,w191175,"虚假+地",r,Lemma
w259849,w259849,"渐速",a,Lemma
w232329,w232329,"保证债券",n,Lemma
w229139,w229139,"毫无变化+地",r,Lemma
w190752,w190752,"记名公债",n,Lemma
w219223,w219223,"非凡+地",r,Lemma
w188438,w188438,"观众席",n,Lemma
w190799,w190799,"进入",n,Lemma
w199126,w199126,"绝对",a,Lemma
w206412,w206412,"锯齿+的",a,Lemma
w219100,w219100,"气化",n,Lemma
w260059,w260059,"佝偻病+的",a,Lemma
w200163,w200163,"巨鹱",n,Lemma
w259000,w259000,"面值",n,Lemma
w221615,w221615,"经济援助",n,Lemma
w191934,w191934,"黑格尔+的",a,Lemma
w249926,w249926,"欧洲猫头鹰属",n,Lemma
w237756,w237756,"种外进化",n,Lemma
w189954,w189954,"后沿",n,Lemma
w189811,w189811,"急需",n,Lemma
w224562,w224562,"硅土+的",a,Lemma
w224988,w224988,"检喉镜",n,Lemma
w199560,w199560,"非科学+的",a,Lemma
w234985,w234985,"泡沫",a,Lemma
w244261,w244261,"高能+的",a,Lemma
w237829,w237829,"氧债",n,Lemma
w235274,w235274,"有髓鞘",a,Lemma
w231452,w231452,"开尔文温标",n,Lemma
w200035,w200035,"财阀",n,Lemma
w191836,w191836,"呼吸试验",v,Lemma
w239328,w239328,"下巴带",n,Lemma
w232899,w232899,"润滑油",n,Lemma
w197393,w197393,"诚实",r,Lemma
w201458,w201458,"穗菝葜",n,Lemma
w248183,w248183,"一件一件",r,Lemma
w246670,w246670,"剪接室",n,Lemma
w227108,w227108,"烧蚀防护屏",n,Lemma
w217277,w217277,"行动",v,Lemma
w215823,w215823,"轰鸣地离开",v,Lemma
w214662,w214662,"胜利",v,Lemma
w205839,w205839,"合流",n,Lemma
w205695,w205695,"英国",a,Lemma
w226427,w226427,"侧面",n,Lemma
w203463,w203463,"丰饶",n,Lemma
w231542,w231542,"避税手段",n,Lemma
w209209,w209209,"广大无边+地",r,Lemma
